r	f(r)
2.08,-0.0502
2.09,-0.0497
2.09,-0.0492
2.09,-0.0487
2.09,-0.0483
2.09,-0.0478
2.1,-0.0473
2.1,-0.0468
2.1,-0.0464
2.1,-0.0459
2.1,-0.0455
2.11,-0.045
2.11,-0.0445
2.11,-0.0441
2.11,-0.0437
2.11,-0.0432
2.12,-0.0428
2.12,-0.0424
2.12,-0.0419
2.12,-0.0415
2.12,-0.0411
2.13,-0.0407
2.13,-0.0402
2.13,-0.0398
2.13,-0.0394
2.13,-0.039
2.14,-0.0386
2.14,-0.0382
2.14,-0.0378
2.14,-0.0374
2.14,-0.037
2.15,-0.0367
2.15,-0.0363
2.15,-0.0359
2.15,-0.0355
2.15,-0.0352
2.16,-0.0348
2.16,-0.0344
2.16,-0.0341
2.16,-0.0337
2.16,-0.0333
2.17,-0.033
2.17,-0.0326
2.17,-0.0323
2.17,-0.0319
2.17,-0.0316
2.18,-0.0312
2.18,-0.0309
2.18,-0.0306
2.18,-0.0302
2.18,-0.0299
2.19,-0.0296
2.19,-0.0293
2.19,-0.0289
2.19,-0.0286
2.19,-0.0283
2.2,-0.028
2.2,-0.0277
2.2,-0.0274
2.2,-0.0271
2.2,-0.0268
2.21,-0.0265
2.21,-0.0262
2.21,-0.0259
2.21,-0.0256
2.21,-0.0253
2.22,-0.025
2.22,-0.0247
2.22,-0.0244
2.22,-0.0241
2.22,-0.0238
2.23,-0.0236
2.23,-0.0233
2.23,-0.023
2.23,-0.0227
2.23,-0.0225
2.24,-0.0222
2.24,-0.0219
2.24,-0.0217
2.24,-0.0214
2.24,-0.0211
2.25,-0.0209
2.25,-0.0206
2.25,-0.0204
2.25,-0.0201
2.25,-0.0199
2.26,-0.0196
2.26,-0.0194
2.26,-0.0191
2.26,-0.0189
2.26,-0.0187
2.27,-0.0184
2.27,-0.0182
2.27,-0.0179
2.27,-0.0177
2.27,-0.0175
2.28,-0.0173
2.28,-0.017
2.28,-0.0168
2.28,-0.0166
2.28,-0.0164
2.29,-0.0161
2.29,-0.0159
2.29,-0.0157
2.29,-0.0155
2.29,-0.0153
2.3,-0.0151
2.3,-0.0148
2.3,-0.0146
2.3,-0.0144
2.3,-0.0142
2.31,-0.014
2.31,-0.0138
2.31,-0.0136
2.31,-0.0134
2.31,-0.0132
2.32,-0.013
2.32,-0.0128
2.32,-0.0126
2.32,-0.0124
2.32,-0.0122
2.33,-0.0121
2.33,-0.0119
2.33,-0.0117
2.33,-0.0115
2.33,-0.0113
2.34,-0.0111
2.34,-0.011
2.34,-0.0108
2.34,-0.0106
2.34,-0.0104
2.35,-0.0102
2.35,-0.0101
2.35,-0.0099
2.35,-0.00973
2.35,-0.00956
2.36,-0.00939
2.36,-0.00922
2.36,-0.00905
2.36,-0.00889
2.36,-0.00872
2.37,-0.00856
2.37,-0.0084
2.37,-0.00824
2.37,-0.00808
2.37,-0.00792
2.38,-0.00777
2.38,-0.00761
2.38,-0.00746
2.38,-0.0073
2.38,-0.00715
2.39,-0.007
2.39,-0.00685
2.39,-0.0067
2.39,-0.00655
2.39,-0.00641
2.4,-0.00626
2.4,-0.00612
2.4,-0.00598
2.4,-0.00583
2.4,-0.00569
2.41,-0.00555
2.41,-0.00541
2.41,-0.00527
2.41,-0.00514
2.41,-0.005
2.42,-0.00487
2.42,-0.00473
2.42,-0.0046
2.42,-0.00447
2.42,-0.00434
2.43,-0.00421
2.43,-0.00408
2.43,-0.00395
2.43,-0.00382
2.43,-0.0037
2.44,-0.00357
2.44,-0.00345
2.44,-0.00332
2.44,-0.0032
2.44,-0.00308
2.45,-0.00296
2.45,-0.00284
2.45,-0.00272
2.45,-0.0026
2.45,-0.00248
2.46,-0.00236
2.46,-0.00225
2.46,-0.00213
2.46,-0.00202
2.46,-0.00191
2.47,-0.00179
2.47,-0.00168
2.47,-0.00157
2.47,-0.00146
2.47,-0.00135
2.48,-0.00124
2.48,-0.00114
2.48,-0.00103
2.48,-0.000922
2.48,-0.000817
2.49,-0.000712
2.49,-0.000608
2.49,-0.000505
2.49,-0.000403
2.49,-0.000301
2.5,-0.0002
